Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201
SRR7685878_treated_Rep1	(0.0, 0.0032102728731942215)	(1.0, 0.0032102728731942215)	(2.0, 0.0032102728731942215)	(3.0, 0.0016051364365971107)	(4.0, 0.0)	(5.0, 0.0032102728731942215)	(6.0, 0.008025682182985553)	(7.0, 0.006420545746388443)	(8.0, 0.0032102728731942215)	(9.0, 0.008025682182985553)	(10.0, 0.009630818619582664)	(11.0, 0.004815409309791332)	(12.0, 0.0032102728731942215)	(13.0, 0.009630818619582664)	(14.0, 0.01765650080256822)	(15.0, 0.025682182985553772)	(16.0, 0.038523274478330656)	(17.0, 0.0449438202247191)	(18.0, 0.0449438202247191)	(19.0, 0.05617977528089888)	(20.0, 0.09149277688603531)	(21.0, 0.11556982343499198)	(22.0, 0.11556982343499198)	(23.0, 0.14606741573033707)	(24.0, 0.22792937399678972)	(25.0, 0.2792937399678973)	(26.0, 0.31942215088282505)	(27.0, 0.4285714285714286)	(28.0, 0.608346709470305)	(29.0, 0.7191011235955056)	(30.0, 0.7544141252006421)	(31.0, 0.9004815409309792)	(32.0, 1.1412520064205458)	(33.0, 1.2712680577849118)	(34.0, 1.4446227929373996)	(35.0, 1.6886035313001604)	(36.0, 1.852327447833066)	(37.0, 1.9454253611556984)	(38.0, 1.9759229534510432)	(39.0, 2.2375601926163724)	(40.0, 2.5505617977528092)	(41.0, 2.7576243980738364)	(42.0, 2.882825040128411)	(43.0, 2.956661316211878)	(44.0, 3.158908507223114)	(45.0, 3.364365971107544)	(46.0, 3.4414125200642056)	(47.0, 3.2664526484751204)	(48.0, 3.240770465489567)	(49.0, 3.3772070626003208)	(50.0, 3.364365971107544)	(51.0, 3.2696629213483144)	(52.0, 3.115569823434992)	(53.0, 2.900481540930979)	(54.0, 2.7447833065810596)	(55.0, 2.720706260032103)	(56.0, 2.536115569823435)	(57.0, 2.247191011235955)	(58.0, 2.118780096308186)	(59.0, 2.062600321027287)	(60.0, 1.8683788121990368)	(61.0, 1.6099518459069022)	(62.0, 1.4895666131621188)	(63.0, 1.390048154093098)	(64.0, 1.1235955056179776)	(65.0, 0.9678972712680579)	(66.0, 0.9534510433386838)	(67.0, 0.92776886035313)	(68.0, 0.9085072231139647)	(69.0, 0.9197431781701444)	(70.0, 0.913322632423756)	(71.0, 0.8764044943820225)	(72.0, 0.9743178170144463)	(73.0, 1.041733547351525)	(74.0, 1.043338683788122)	(75.0, 1.0754414125200642)	(76.0, 0.926163723916533)	(77.0, 0.6853932584269663)	(78.0, 0.5634028892455858)	(79.0, 0.5329052969502408)	(80.0, 0.44462279293739965)	(81.0, 0.39325842696629215)	(82.0, 0.3836276083467095)	(83.0, 0.33707865168539325)	(84.0, 0.2825040128410915)	(85.0, 0.18459069020866772)	(86.0, 0.11396468699839486)	(87.0, 0.08667736757624397)	(88.0, 0.09791332263242376)	(89.0, 0.08186195826645265)	(90.0, 0.0593900481540931)	(91.0, 0.038523274478330656)	(92.0, 0.012841091492776886)	(93.0, 0.016051364365971106)	(94.0, 0.011235955056179775)	(95.0, 0.0032102728731942215)	(96.0, 0.0032102728731942215)	(97.0, 0.004815409309791332)	(98.0, 0.008025682182985553)	(99.0, 0.006420545746388443)	(100.0, 0.0032102728731942215)	(0.0, 0.0032102728731942215)	(1.0, 0.0032102728731942215)	(2.0, 0.0032102728731942215)	(3.0, 0.0016051364365971107)	(4.0, 0.0)	(5.0, 0.0032102728731942215)	(6.0, 0.008025682182985553)	(7.0, 0.006420545746388443)	(8.0, 0.0032102728731942215)	(9.0, 0.008025682182985553)	(10.0, 0.009630818619582664)	(11.0, 0.004815409309791332)	(12.0, 0.0032102728731942215)	(13.0, 0.009630818619582664)	(14.0, 0.01765650080256822)	(15.0, 0.025682182985553772)	(16.0, 0.038523274478330656)	(17.0, 0.0449438202247191)	(18.0, 0.0449438202247191)	(19.0, 0.05617977528089888)	(20.0, 0.09149277688603531)	(21.0, 0.11556982343499198)	(22.0, 0.11556982343499198)	(23.0, 0.14606741573033707)	(24.0, 0.22792937399678972)	(25.0, 0.2792937399678973)	(26.0, 0.31942215088282505)	(27.0, 0.4285714285714286)	(28.0, 0.608346709470305)	(29.0, 0.7191011235955056)	(30.0, 0.7544141252006421)	(31.0, 0.9004815409309792)	(32.0, 1.1412520064205458)	(33.0, 1.2712680577849118)	(34.0, 1.4446227929373996)	(35.0, 1.6886035313001604)	(36.0, 1.852327447833066)	(37.0, 1.9454253611556984)	(38.0, 1.9759229534510432)	(39.0, 2.2375601926163724)	(40.0, 2.5505617977528092)	(41.0, 2.7576243980738364)	(42.0, 2.882825040128411)	(43.0, 2.956661316211878)	(44.0, 3.158908507223114)	(45.0, 3.364365971107544)	(46.0, 3.4414125200642056)	(47.0, 3.2664526484751204)	(48.0, 3.240770465489567)	(49.0, 3.3772070626003208)	(50.0, 3.364365971107544)	(51.0, 3.2696629213483144)	(52.0, 3.115569823434992)	(53.0, 2.900481540930979)	(54.0, 2.7447833065810596)	(55.0, 2.720706260032103)	(56.0, 2.536115569823435)	(57.0, 2.247191011235955)	(58.0, 2.118780096308186)	(59.0, 2.062600321027287)	(60.0, 1.8683788121990368)	(61.0, 1.6099518459069022)	(62.0, 1.4895666131621188)	(63.0, 1.390048154093098)	(64.0, 1.1235955056179776)	(65.0, 0.9678972712680579)	(66.0, 0.9534510433386838)	(67.0, 0.92776886035313)	(68.0, 0.9085072231139647)	(69.0, 0.9197431781701444)	(70.0, 0.913322632423756)	(71.0, 0.8764044943820225)	(72.0, 0.9743178170144463)	(73.0, 1.041733547351525)	(74.0, 1.043338683788122)	(75.0, 1.0754414125200642)	(76.0, 0.926163723916533)	(77.0, 0.6853932584269663)	(78.0, 0.5634028892455858)	(79.0, 0.5329052969502408)	(80.0, 0.44462279293739965)	(81.0, 0.39325842696629215)	(82.0, 0.3836276083467095)	(83.0, 0.33707865168539325)	(84.0, 0.2825040128410915)	(85.0, 0.18459069020866772)	(86.0, 0.11396468699839486)	(87.0, 0.08667736757624397)	(88.0, 0.09791332263242376)	(89.0, 0.08186195826645265)	(90.0, 0.0593900481540931)	(91.0, 0.038523274478330656)	(92.0, 0.012841091492776886)	(93.0, 0.016051364365971106)	(94.0, 0.011235955056179775)	(95.0, 0.0032102728731942215)	(96.0, 0.0032102728731942215)	(97.0, 0.004815409309791332)	(98.0, 0.008025682182985553)	(99.0, 0.006420545746388443)	(100.0, 0.0032102728731942215)
SRR7685879_treated	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0015696615809631443)	(3.0, 0.004708984742889433)	(4.0, 0.006278646323852577)	(5.0, 0.007848307904815723)	(6.0, 0.01098763106674201)	(7.0, 0.007848307904815723)	(8.0, 0.0015696615809631443)	(9.0, 0.0031393231619262886)	(10.0, 0.007848307904815723)	(11.0, 0.01098763106674201)	(12.0, 0.012557292647705155)	(13.0, 0.01098763106674201)	(14.0, 0.02040560055252088)	(15.0, 0.03296289320022603)	(16.0, 0.03610221636215232)	(17.0, 0.03610221636215232)	(18.0, 0.047089847428894334)	(19.0, 0.07691341746719407)	(20.0, 0.10045834118164124)	(21.0, 0.11929428015319897)	(22.0, 0.152257173353425)	(23.0, 0.17109311232498273)	(24.0, 0.2197526213348402)	(25.0, 0.29980536196396057)	(26.0, 0.3845670873359704)	(27.0, 0.489734413260501)	(28.0, 0.5697871538896214)	(29.0, 0.6404219250329629)	(30.0, 0.7801218057386827)	(31.0, 0.9166823632824762)	(32.0, 1.0783575061216801)	(33.0, 1.2588685879324417)	(34.0, 1.4158347460287561)	(35.0, 1.6355873673635963)	(36.0, 1.8773152508319209)	(37.0, 2.018584793118604)	(38.0, 2.142588058014692)	(39.0, 2.4329754504928736)	(40.0, 2.676272995542161)	(41.0, 2.814403214666918)	(42.0, 2.8724806931625544)	(43.0, 3.0153198970302006)	(44.0, 3.1581591008978465)	(45.0, 3.224084887298299)	(46.0, 3.341809505870534)	(47.0, 3.446976831795065)	(48.0, 3.6086519746342685)	(49.0, 3.5835373893388582)	(50.0, 3.4548251396998806)	(51.0, 3.2853016889558613)	(52.0, 3.0969422992402835)	(53.0, 2.982357003829974)	(54.0, 2.867771708419665)	(55.0, 2.7265021661329816)	(56.0, 2.502040560055252)	(57.0, 2.412569849940353)	(58.0, 2.3780372951591637)	(59.0, 2.222640798643812)	(60.0, 1.9526590067181517)	(61.0, 1.5900671815156653)	(62.0, 1.401707791800088)	(63.0, 1.3216550511709675)	(64.0, 1.1803855088842845)	(65.0, 1.0249890123689331)	(66.0, 0.944936271739813)	(67.0, 0.9841778112638915)	(68.0, 0.9465059333207759)	(69.0, 0.8586048847868399)	(70.0, 0.8523262384629873)	(71.0, 0.8837194700822502)	(72.0, 0.9747598417781127)	(73.0, 1.0249890123689331)	(74.0, 0.9998744270735229)	(75.0, 0.9496452564827023)	(76.0, 0.770703836252904)	(77.0, 0.5431029070132479)	(78.0, 0.4395052426696804)	(79.0, 0.4285176116029384)	(80.0, 0.3782884410121178)	(81.0, 0.2699817919256608)	(82.0, 0.16795378916305642)	(83.0, 0.11772461857223583)	(84.0, 0.08633138695297293)	(85.0, 0.04552018584793119)	(86.0, 0.02197526213348402)	(87.0, 0.018835938971557734)	(88.0, 0.018835938971557734)	(89.0, 0.02040560055252088)	(90.0, 0.017266277390594588)	(91.0, 0.01098763106674201)	(92.0, 0.007848307904815723)	(93.0, 0.004708984742889433)	(94.0, 0.0015696615809631443)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.009417969485778867)	(100.0, 0.018835938971557734)	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0015696615809631443)	(3.0, 0.004708984742889433)	(4.0, 0.006278646323852577)	(5.0, 0.007848307904815723)	(6.0, 0.01098763106674201)	(7.0, 0.007848307904815723)	(8.0, 0.0015696615809631443)	(9.0, 0.0031393231619262886)	(10.0, 0.007848307904815723)	(11.0, 0.01098763106674201)	(12.0, 0.012557292647705155)	(13.0, 0.01098763106674201)	(14.0, 0.02040560055252088)	(15.0, 0.03296289320022603)	(16.0, 0.03610221636215232)	(17.0, 0.03610221636215232)	(18.0, 0.047089847428894334)	(19.0, 0.07691341746719407)	(20.0, 0.10045834118164124)	(21.0, 0.11929428015319897)	(22.0, 0.152257173353425)	(23.0, 0.17109311232498273)	(24.0, 0.2197526213348402)	(25.0, 0.29980536196396057)	(26.0, 0.3845670873359704)	(27.0, 0.489734413260501)	(28.0, 0.5697871538896214)	(29.0, 0.6404219250329629)	(30.0, 0.7801218057386827)	(31.0, 0.9166823632824762)	(32.0, 1.0783575061216801)	(33.0, 1.2588685879324417)	(34.0, 1.4158347460287561)	(35.0, 1.6355873673635963)	(36.0, 1.8773152508319209)	(37.0, 2.018584793118604)	(38.0, 2.142588058014692)	(39.0, 2.4329754504928736)	(40.0, 2.676272995542161)	(41.0, 2.814403214666918)	(42.0, 2.8724806931625544)	(43.0, 3.0153198970302006)	(44.0, 3.1581591008978465)	(45.0, 3.224084887298299)	(46.0, 3.341809505870534)	(47.0, 3.446976831795065)	(48.0, 3.6086519746342685)	(49.0, 3.5835373893388582)	(50.0, 3.4548251396998806)	(51.0, 3.2853016889558613)	(52.0, 3.0969422992402835)	(53.0, 2.982357003829974)	(54.0, 2.867771708419665)	(55.0, 2.7265021661329816)	(56.0, 2.502040560055252)	(57.0, 2.412569849940353)	(58.0, 2.3780372951591637)	(59.0, 2.222640798643812)	(60.0, 1.9526590067181517)	(61.0, 1.5900671815156653)	(62.0, 1.401707791800088)	(63.0, 1.3216550511709675)	(64.0, 1.1803855088842845)	(65.0, 1.0249890123689331)	(66.0, 0.944936271739813)	(67.0, 0.9841778112638915)	(68.0, 0.9465059333207759)	(69.0, 0.8586048847868399)	(70.0, 0.8523262384629873)	(71.0, 0.8837194700822502)	(72.0, 0.9747598417781127)	(73.0, 1.0249890123689331)	(74.0, 0.9998744270735229)	(75.0, 0.9496452564827023)	(76.0, 0.770703836252904)	(77.0, 0.5431029070132479)	(78.0, 0.4395052426696804)	(79.0, 0.4285176116029384)	(80.0, 0.3782884410121178)	(81.0, 0.2699817919256608)	(82.0, 0.16795378916305642)	(83.0, 0.11772461857223583)	(84.0, 0.08633138695297293)	(85.0, 0.04552018584793119)	(86.0, 0.02197526213348402)	(87.0, 0.018835938971557734)	(88.0, 0.018835938971557734)	(89.0, 0.02040560055252088)	(90.0, 0.017266277390594588)	(91.0, 0.01098763106674201)	(92.0, 0.007848307904815723)	(93.0, 0.004708984742889433)	(94.0, 0.0015696615809631443)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.009417969485778867)	(100.0, 0.018835938971557734)
SRR7685879_treated_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0016079755587715065)	(4.0, 0.003215951117543013)	(5.0, 0.003215951117543013)	(6.0, 0.0016079755587715065)	(7.0, 0.0016079755587715065)	(8.0, 0.003215951117543013)	(9.0, 0.00482392667631452)	(10.0, 0.00482392667631452)	(11.0, 0.003215951117543013)	(12.0, 0.003215951117543013)	(13.0, 0.00482392667631452)	(14.0, 0.01929570670525808)	(15.0, 0.03859141341051616)	(16.0, 0.03859141341051616)	(17.0, 0.03215951117543013)	(18.0, 0.04341534008683068)	(19.0, 0.07718282682103232)	(20.0, 0.11577424023154848)	(21.0, 0.13185399581926355)	(22.0, 0.15114970252452162)	(23.0, 0.17526933590609423)	(24.0, 0.24762823605081202)	(25.0, 0.3151632095192153)	(26.0, 0.361794500723589)	(27.0, 0.4711368387200514)	(28.0, 0.5981669078630004)	(29.0, 0.6624859302138608)	(30.0, 0.7670043415340086)	(31.0, 0.9165460684997588)	(32.0, 1.1320147933751408)	(33.0, 1.3024602026049203)	(34.0, 1.4118025406013828)	(35.0, 1.6546068499758804)	(36.0, 1.8732915259688052)	(37.0, 1.9585142305836953)	(38.0, 2.104840006431902)	(39.0, 2.473066409390577)	(40.0, 2.767325936645763)	(41.0, 2.8171731789676797)	(42.0, 2.794661521144879)	(43.0, 3.0117382215790323)	(44.0, 3.2609744331886152)	(45.0, 3.35102106447982)	(46.0, 3.4089081845955946)	(47.0, 3.5118186203569706)	(48.0, 3.6195529827946618)	(49.0, 3.5970413249718605)	(50.0, 3.5697057404727452)	(51.0, 3.3735327223026212)	(52.0, 3.0808811706062067)	(53.0, 2.9377713458755426)	(54.0, 2.891140054671169)	(55.0, 2.802701398938736)	(56.0, 2.558289114005467)	(57.0, 2.3910596558932307)	(58.0, 2.37980382698183)	(59.0, 2.2447338800450236)	(60.0, 1.8700755748512623)	(61.0, 1.519536903039074)	(62.0, 1.4085865894838399)	(63.0, 1.3314037626628075)	(64.0, 1.1480945489628558)	(65.0, 0.9840810419681622)	(66.0, 0.951921530792732)	(67.0, 0.977649139733076)	(68.0, 0.8666988261778421)	(69.0, 0.7718282682103232)	(70.0, 0.8618748995015276)	(71.0, 0.935841775205017)	(72.0, 1.0162405531435923)	(73.0, 1.0548319665541084)	(74.0, 0.9245859462936163)	(75.0, 0.8361472905611835)	(76.0, 0.7123331725357774)	(77.0, 0.5032963498954816)	(78.0, 0.4196816208393632)	(79.0, 0.42128959639813474)	(80.0, 0.35857854960604596)	(81.0, 0.23476443158063995)	(82.0, 0.13185399581926355)	(83.0, 0.09004663129120438)	(84.0, 0.0723589001447178)	(85.0, 0.03859141341051616)	(86.0, 0.01447178002894356)	(87.0, 0.006431902235086026)	(88.0, 0.006431902235086026)	(89.0, 0.006431902235086026)	(90.0, 0.00482392667631452)	(91.0, 0.003215951117543013)	(92.0, 0.003215951117543013)	(93.0, 0.003215951117543013)	(94.0, 0.0016079755587715065)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.00964785335262904)	(100.0, 0.01929570670525808)	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0016079755587715065)	(4.0, 0.003215951117543013)	(5.0, 0.003215951117543013)	(6.0, 0.0016079755587715065)	(7.0, 0.0016079755587715065)	(8.0, 0.003215951117543013)	(9.0, 0.00482392667631452)	(10.0, 0.00482392667631452)	(11.0, 0.003215951117543013)	(12.0, 0.003215951117543013)	(13.0, 0.00482392667631452)	(14.0, 0.01929570670525808)	(15.0, 0.03859141341051616)	(16.0, 0.03859141341051616)	(17.0, 0.03215951117543013)	(18.0, 0.04341534008683068)	(19.0, 0.07718282682103232)	(20.0, 0.11577424023154848)	(21.0, 0.13185399581926355)	(22.0, 0.15114970252452162)	(23.0, 0.17526933590609423)	(24.0, 0.24762823605081202)	(25.0, 0.3151632095192153)	(26.0, 0.361794500723589)	(27.0, 0.4711368387200514)	(28.0, 0.5981669078630004)	(29.0, 0.6624859302138608)	(30.0, 0.7670043415340086)	(31.0, 0.9165460684997588)	(32.0, 1.1320147933751408)	(33.0, 1.3024602026049203)	(34.0, 1.4118025406013828)	(35.0, 1.6546068499758804)	(36.0, 1.8732915259688052)	(37.0, 1.9585142305836953)	(38.0, 2.104840006431902)	(39.0, 2.473066409390577)	(40.0, 2.767325936645763)	(41.0, 2.8171731789676797)	(42.0, 2.794661521144879)	(43.0, 3.0117382215790323)	(44.0, 3.2609744331886152)	(45.0, 3.35102106447982)	(46.0, 3.4089081845955946)	(47.0, 3.5118186203569706)	(48.0, 3.6195529827946618)	(49.0, 3.5970413249718605)	(50.0, 3.5697057404727452)	(51.0, 3.3735327223026212)	(52.0, 3.0808811706062067)	(53.0, 2.9377713458755426)	(54.0, 2.891140054671169)	(55.0, 2.802701398938736)	(56.0, 2.558289114005467)	(57.0, 2.3910596558932307)	(58.0, 2.37980382698183)	(59.0, 2.2447338800450236)	(60.0, 1.8700755748512623)	(61.0, 1.519536903039074)	(62.0, 1.4085865894838399)	(63.0, 1.3314037626628075)	(64.0, 1.1480945489628558)	(65.0, 0.9840810419681622)	(66.0, 0.951921530792732)	(67.0, 0.977649139733076)	(68.0, 0.8666988261778421)	(69.0, 0.7718282682103232)	(70.0, 0.8618748995015276)	(71.0, 0.935841775205017)	(72.0, 1.0162405531435923)	(73.0, 1.0548319665541084)	(74.0, 0.9245859462936163)	(75.0, 0.8361472905611835)	(76.0, 0.7123331725357774)	(77.0, 0.5032963498954816)	(78.0, 0.4196816208393632)	(79.0, 0.42128959639813474)	(80.0, 0.35857854960604596)	(81.0, 0.23476443158063995)	(82.0, 0.13185399581926355)	(83.0, 0.09004663129120438)	(84.0, 0.0723589001447178)	(85.0, 0.03859141341051616)	(86.0, 0.01447178002894356)	(87.0, 0.006431902235086026)	(88.0, 0.006431902235086026)	(89.0, 0.006431902235086026)	(90.0, 0.00482392667631452)	(91.0, 0.003215951117543013)	(92.0, 0.003215951117543013)	(93.0, 0.003215951117543013)	(94.0, 0.0016079755587715065)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.00964785335262904)	(100.0, 0.01929570670525808)
SRR7685879_treated_Rep2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0016079755587715065)	(4.0, 0.003215951117543013)	(5.0, 0.003215951117543013)	(6.0, 0.0016079755587715065)	(7.0, 0.0016079755587715065)	(8.0, 0.003215951117543013)	(9.0, 0.00482392667631452)	(10.0, 0.00482392667631452)	(11.0, 0.003215951117543013)	(12.0, 0.003215951117543013)	(13.0, 0.00482392667631452)	(14.0, 0.01929570670525808)	(15.0, 0.03859141341051616)	(16.0, 0.03859141341051616)	(17.0, 0.03215951117543013)	(18.0, 0.04341534008683068)	(19.0, 0.07718282682103232)	(20.0, 0.11577424023154848)	(21.0, 0.13185399581926355)	(22.0, 0.15114970252452162)	(23.0, 0.17526933590609423)	(24.0, 0.24762823605081202)	(25.0, 0.3151632095192153)	(26.0, 0.361794500723589)	(27.0, 0.4711368387200514)	(28.0, 0.5981669078630004)	(29.0, 0.6624859302138608)	(30.0, 0.7670043415340086)	(31.0, 0.9165460684997588)	(32.0, 1.1320147933751408)	(33.0, 1.3024602026049203)	(34.0, 1.4118025406013828)	(35.0, 1.6546068499758804)	(36.0, 1.8732915259688052)	(37.0, 1.9585142305836953)	(38.0, 2.104840006431902)	(39.0, 2.473066409390577)	(40.0, 2.767325936645763)	(41.0, 2.8171731789676797)	(42.0, 2.794661521144879)	(43.0, 3.0117382215790323)	(44.0, 3.2609744331886152)	(45.0, 3.35102106447982)	(46.0, 3.4089081845955946)	(47.0, 3.5118186203569706)	(48.0, 3.6195529827946618)	(49.0, 3.5970413249718605)	(50.0, 3.5697057404727452)	(51.0, 3.3735327223026212)	(52.0, 3.0808811706062067)	(53.0, 2.9377713458755426)	(54.0, 2.891140054671169)	(55.0, 2.802701398938736)	(56.0, 2.558289114005467)	(57.0, 2.3910596558932307)	(58.0, 2.37980382698183)	(59.0, 2.2447338800450236)	(60.0, 1.8700755748512623)	(61.0, 1.519536903039074)	(62.0, 1.4085865894838399)	(63.0, 1.3314037626628075)	(64.0, 1.1480945489628558)	(65.0, 0.9840810419681622)	(66.0, 0.951921530792732)	(67.0, 0.977649139733076)	(68.0, 0.8666988261778421)	(69.0, 0.7718282682103232)	(70.0, 0.8618748995015276)	(71.0, 0.935841775205017)	(72.0, 1.0162405531435923)	(73.0, 1.0548319665541084)	(74.0, 0.9245859462936163)	(75.0, 0.8361472905611835)	(76.0, 0.7123331725357774)	(77.0, 0.5032963498954816)	(78.0, 0.4196816208393632)	(79.0, 0.42128959639813474)	(80.0, 0.35857854960604596)	(81.0, 0.23476443158063995)	(82.0, 0.13185399581926355)	(83.0, 0.09004663129120438)	(84.0, 0.0723589001447178)	(85.0, 0.03859141341051616)	(86.0, 0.01447178002894356)	(87.0, 0.006431902235086026)	(88.0, 0.006431902235086026)	(89.0, 0.006431902235086026)	(90.0, 0.00482392667631452)	(91.0, 0.003215951117543013)	(92.0, 0.003215951117543013)	(93.0, 0.003215951117543013)	(94.0, 0.0016079755587715065)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.00964785335262904)	(100.0, 0.01929570670525808)	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0016079755587715065)	(4.0, 0.003215951117543013)	(5.0, 0.003215951117543013)	(6.0, 0.0016079755587715065)	(7.0, 0.0016079755587715065)	(8.0, 0.003215951117543013)	(9.0, 0.00482392667631452)	(10.0, 0.00482392667631452)	(11.0, 0.003215951117543013)	(12.0, 0.003215951117543013)	(13.0, 0.00482392667631452)	(14.0, 0.01929570670525808)	(15.0, 0.03859141341051616)	(16.0, 0.03859141341051616)	(17.0, 0.03215951117543013)	(18.0, 0.04341534008683068)	(19.0, 0.07718282682103232)	(20.0, 0.11577424023154848)	(21.0, 0.13185399581926355)	(22.0, 0.15114970252452162)	(23.0, 0.17526933590609423)	(24.0, 0.24762823605081202)	(25.0, 0.3151632095192153)	(26.0, 0.361794500723589)	(27.0, 0.4711368387200514)	(28.0, 0.5981669078630004)	(29.0, 0.6624859302138608)	(30.0, 0.7670043415340086)	(31.0, 0.9165460684997588)	(32.0, 1.1320147933751408)	(33.0, 1.3024602026049203)	(34.0, 1.4118025406013828)	(35.0, 1.6546068499758804)	(36.0, 1.8732915259688052)	(37.0, 1.9585142305836953)	(38.0, 2.104840006431902)	(39.0, 2.473066409390577)	(40.0, 2.767325936645763)	(41.0, 2.8171731789676797)	(42.0, 2.794661521144879)	(43.0, 3.0117382215790323)	(44.0, 3.2609744331886152)	(45.0, 3.35102106447982)	(46.0, 3.4089081845955946)	(47.0, 3.5118186203569706)	(48.0, 3.6195529827946618)	(49.0, 3.5970413249718605)	(50.0, 3.5697057404727452)	(51.0, 3.3735327223026212)	(52.0, 3.0808811706062067)	(53.0, 2.9377713458755426)	(54.0, 2.891140054671169)	(55.0, 2.802701398938736)	(56.0, 2.558289114005467)	(57.0, 2.3910596558932307)	(58.0, 2.37980382698183)	(59.0, 2.2447338800450236)	(60.0, 1.8700755748512623)	(61.0, 1.519536903039074)	(62.0, 1.4085865894838399)	(63.0, 1.3314037626628075)	(64.0, 1.1480945489628558)	(65.0, 0.9840810419681622)	(66.0, 0.951921530792732)	(67.0, 0.977649139733076)	(68.0, 0.8666988261778421)	(69.0, 0.7718282682103232)	(70.0, 0.8618748995015276)	(71.0, 0.935841775205017)	(72.0, 1.0162405531435923)	(73.0, 1.0548319665541084)	(74.0, 0.9245859462936163)	(75.0, 0.8361472905611835)	(76.0, 0.7123331725357774)	(77.0, 0.5032963498954816)	(78.0, 0.4196816208393632)	(79.0, 0.42128959639813474)	(80.0, 0.35857854960604596)	(81.0, 0.23476443158063995)	(82.0, 0.13185399581926355)	(83.0, 0.09004663129120438)	(84.0, 0.0723589001447178)	(85.0, 0.03859141341051616)	(86.0, 0.01447178002894356)	(87.0, 0.006431902235086026)	(88.0, 0.006431902235086026)	(89.0, 0.006431902235086026)	(90.0, 0.00482392667631452)	(91.0, 0.003215951117543013)	(92.0, 0.003215951117543013)	(93.0, 0.003215951117543013)	(94.0, 0.0016079755587715065)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.00964785335262904)	(100.0, 0.01929570670525808)
